token_uid,category_code,category_name,index,regkey_raw,title,definition,examples,wire_token,definition_id,wire_token_uniqueness,category+index_uniqueness
SIGSCMP001,CMP,Comparison / Relation,001,SP:CMP:001,Similarity ('like'),Asserts that two entities share similar qualities or characteristics.,like|similar to|akin to|resembles,cmp001,961,TRUE,TRUE
SIGSCMP002,CMP,Comparison / Relation,002,SP:CMP:002,Difference ('unlike'),Asserts that two entities have different qualities or characteristics.,unlike|different from|in contrast to,cmp002,962,TRUE,TRUE
SIGSCMP003,CMP,Comparison / Relation,003,SP:CMP:003,Equivalence ('as...as'),Establishes an equivalence of a specific quality between two entities.,as...as|equal to|the same as,cmp003,963,TRUE,TRUE
SIGSCMP004,CMP,Comparison / Relation,004,SP:CMP:004,Superiority ('better than'),Ranks one entity as being of a higher quality or value than another.,better than|superior to|surpasses,cmp004,964,TRUE,TRUE
SIGSCMP005,CMP,Comparison / Relation,005,SP:CMP:005,Inferiority ('worse than'),Ranks one entity as being of a lower quality or value than another.,worse than|inferior to|is not as good as,cmp005,965,TRUE,TRUE
SIGSCMP006,CMP,Comparison / Relation,006,SP:CMP:006,Comparative ('than'),"The core relational operator used for direct comparison of adjectives (e.g., faster than, smaller than).",than,cmp006,966,TRUE,TRUE
SIGSCMP007,CMP,Comparison / Relation,007,SP:CMP:007,Preference ('prefer...over'),Expresses a subjective preference for one entity over another.,prefer...over|rather than|instead of,cmp007,967,TRUE,TRUE
SIGSCMP008,CMP,Comparison / Relation,008,SP:CMP:008,Superlative (Highest),Identifies an entity as having the highest degree of a quality among a set.,best|most|highest|greatest|top,cmp008,968,TRUE,TRUE
SIGSCMP009,CMP,Comparison / Relation,009,SP:CMP:009,Superlative (Lowest),Identifies an entity as having the lowest degree of a quality among a set.,worst|least|lowest|bottom,cmp009,969,TRUE,TRUE
SIGSCMP00A,CMP,Comparison / Relation,00A,SP:CMP:00A,Exact Match,Asserts that two entities are perfectly identical or equivalent.,exactly the same as|identical to|perfect match,cmp00a,970,TRUE,TRUE
SIGSCMP00B,CMP,Comparison / Relation,00B,SP:CMP:00B,Approximation,"States that two entities are nearly, but not exactly, the same or equal.",approximately|about the same as|nearly|close to,cmp00b,971,TRUE,TRUE
SIGSCMP00C,CMP,Comparison / Relation,00C,SP:CMP:00C,Proportionality,Expresses that two quantities or qualities vary in relation to each other.,proportional to|in proportion with|scales with,cmp00c,972,TRUE,TRUE
SIGSCMP00D,CMP,Comparison / Relation,00D,SP:CMP:00D,Disproportion,Expresses that two quantities or qualities are out of scale with each other.,disproportionate to|out of proportion with|not to scale,cmp00d,973,TRUE,TRUE
SIGSCMP00E,CMP,Comparison / Relation,00E,SP:CMP:00E,Non-comparable,Explicitly states that two entities cannot be meaningfully compared.,incomparable|cannot be compared|apples and oranges,cmp00e,974,TRUE,TRUE
SIGSMAN001,MAN,Manner,001,SP:MAN:001,Speed (Fast),Indicates an action is performed at a high speed.,quickly|rapidly|swiftly|fast,man001,975,TRUE,TRUE
SIGSMAN002,MAN,Manner,002,SP:MAN:002,Speed (Slow),Indicates an action is performed at a low speed.,slowly|gradually|leisurely|unhurriedly,man002,976,TRUE,TRUE
SIGSMAN003,MAN,Manner,003,SP:MAN:003,Care (Careful),"Indicates an action is performed with care, caution, and attention to detail.",carefully|cautiously|meticulously|with care,man003,977,TRUE,TRUE
SIGSMAN004,MAN,Manner,004,SP:MAN:004,Care (Careless),Indicates an action is performed without sufficient attention or care.,carelessly|hastily|recklessly|haphazardly,man004,978,TRUE,TRUE
SIGSMAN005,MAN,Manner,005,SP:MAN:005,Intensity (Gentle),"Indicates an action is performed with a soft, mild, or light touch.",gently|softly|lightly|mildly,man005,979,TRUE,TRUE
SIGSMAN006,MAN,Manner,006,SP:MAN:006,Intensity (Forceful),"Indicates an action is performed with strength, force, or intensity.",forcefully|strongly|hard|vigorously,man006,980,TRUE,TRUE
SIGSMAN007,MAN,Manner,007,SP:MAN:007,Clarity (Clear),Indicates an action (often communicative) is performed in a clear and understandable way.,clearly|explicitly|plainly|unambiguously,man007,981,TRUE,TRUE
SIGSMAN008,MAN,Manner,008,SP:MAN:008,Stealth (Secretive),"Indicates an action is performed quietly, secretly, or without being noticed.",secretly|quietly|silently|stealthily,man008,982,TRUE,TRUE
SIGSMAN009,MAN,Manner,009,SP:MAN:009,Method (Automatic),"Indicates an action is performed automatically or systematically, without direct manual intervention.",automatically|programmatically|systematically,man009,983,TRUE,TRUE
SIGSMAN00A,MAN,Manner,00A,SP:MAN:00A,Method (Manual),"Indicates an action is performed by a person, directly by hand.",manually|by hand|by a person,man00a,984,TRUE,TRUE
SIGSMAN00B,MAN,Manner,00B,SP:MAN:00B,Method (Random),Indicates an action is performed without a clear method or in a random order.,randomly|haphazardly|without order|arbitrarily,man00b,985,TRUE,TRUE
SIGSMAN00C,MAN,Manner,00C,SP:MAN:00C,Method (Direct),"Indicates an action is performed directly, without intermediaries or indirection.",directly|straight|without delay,man00c,986,TRUE,TRUE
SIGSMAN00D,MAN,Manner,00D,SP:MAN:00D,Effort (Easy),Indicates an action is performed with little to no difficulty.,easily|effortlessly|with ease|simply,man00d,987,TRUE,TRUE
SIGSMAN00E,MAN,Manner,00E,SP:MAN:00E,Effort (Difficult),Indicates an action is performed with great effort or difficulty.,with difficulty|laboriously|arduously|the hard way,man00e,988,TRUE,TRUE
SIGSMAN00F,MAN,Manner,00F,SP:MAN:00F,Social (Polite),"Indicates an action is performed in a polite, courteous, or respectful manner.",politely|courteously|respectfully,man00f,989,TRUE,TRUE
SIGSMAN00G,MAN,Manner,00G,SP:MAN:00G,Social (Rude),"Indicates an action is performed in a rude, abrupt, or impolite manner.",rudely|abruptly|impolitely|bluntly,man00g,990,TRUE,TRUE
SIGSMAN00H,MAN,Manner,00H,SP:MAN:00H,Social (Formal),Indicates an action is performed in a formal or official capacity.,formally|officially|ceremoniously,man00h,991,TRUE,TRUE
SIGSMAN00I,MAN,Manner,00I,SP:MAN:00I,Social (Casual),Indicates an action is performed in a casual or informal manner.,casually|informally|unofficially,man00i,992,TRUE,TRUE
SIGSMAN00J,MAN,Manner,00J,SP:MAN:00J,Completeness (Complete),Indicates an action is performed to its full extent.,completely|fully|thoroughly|entirely,man00j,993,TRUE,TRUE
SIGSMAN00K,MAN,Manner,00K,SP:MAN:00K,Completeness (Partial),"Indicates an action is performed in part, but not to its full extent.",partially|in part|incompletely,man00k,994,TRUE,TRUE
SIGSMAN00L,MAN,Manner,00L,SP:MAN:00L,Volition (Intentional),Indicates an action is performed deliberately or on purpose.,intentionally|deliberately|on purpose|knowingly,man00l,995,TRUE,TRUE
SIGSMAN00M,MAN,Manner,00M,SP:MAN:00M,Volition (Accidental),Indicates an action is performed by chance or by mistake.,accidentally|unintentionally|by mistake|inadvertently,man00m,996,TRUE,TRUE
SIGSPER001,PER,Perception / Sensation,001,SP:PER:001,Vision ('see'),To perceive something with the eyes or through sight.,see|look|watch|view|observe,per001,997,TRUE,TRUE
SIGSPER002,PER,Perception / Sensation,002,SP:PER:002,Audition ('hear'),To perceive sound with the ears.,hear|listen|eavesdrop|overhear,per002,998,TRUE,TRUE
SIGSPER003,PER,Perception / Sensation,003,SP:PER:003,Touch ('feel'),To perceive something through physical contact or sensation.,feel|touch|handle|sense contact,per003,999,TRUE,TRUE
SIGSPER004,PER,Perception / Sensation,004,SP:PER:004,Smell ('smell'),To perceive an odor or scent with the nose.,smell|sniff|scent|get a whiff of,per004,1000,TRUE,TRUE
SIGSPER005,PER,Perception / Sensation,005,SP:PER:005,Taste ('taste'),To perceive the flavor of something with the tongue.,taste|savor|sample|flavor of,per005,1001,TRUE,TRUE
SIGSPER006,PER,Perception / Sensation,006,SP:PER:006,Notice / Become Aware,To become conscious of something through observation or sensory input.,notice|perceive|spot|become aware of,per006,1002,TRUE,TRUE
SIGSPER007,PER,Perception / Sensation,007,SP:PER:007,Appearance ('seems'),To give the impression of being in a certain state or having a certain quality.,seems|appears to be|looks like|comes across as,per007,1003,TRUE,TRUE
SIGSPER008,PER,Perception / Sensation,008,SP:PER:008,Imperceptible,Describes something that cannot be sensed or noticed.,imperceptible|unseen|unheard|unnoticeable,per008,1004,TRUE,TRUE
SIGSPER009,PER,Perception / Sensation,009,SP:PER:009,Glimpse / Fleeting View,To see something briefly or partially.,glimpse|catch a glimpse of|briefly see,per009,1005,TRUE,TRUE
SIGSPER00A,PER,Perception / Sensation,00A,SP:PER:00A,Stare / Gaze,"To look at something fixedly and intently, for a prolonged period.",stare|gaze|fixate on|watch intently,per00a,1006,TRUE,TRUE
SIGSPER00B,PER,Perception / Sensation,00B,SP:PER:00B,Scan / Survey,To look at all parts of something carefully in order to detect a particular feature.,scan|survey|look over|examine visually,per00b,1007,TRUE,TRUE
SIGSPER00C,PER,Perception / Sensation,00C,SP:PER:00C,Recognize / Identify,To identify someone or something from having encountered them before; to know again.,recognize|identify|know it's them/that,per00c,1008,TRUE,TRUE
SIGSPER00D,PER,Perception / Sensation,00D,SP:PER:00D,Mishear,To fail to hear a person's words correctly.,mishear|misunderstand what was said,per00d,1009,TRUE,TRUE
SIGSPER00E,PER,Perception / Sensation,00E,SP:PER:00E,Internal Sensation (Interoception),To feel a physical sensation originating from inside the body.,"feel (dizzy, nauseous, pain)|my stomach dropped|ache",per00e,1010,TRUE,TRUE
SIGSPER00F,PER,Perception / Sensation,00F,SP:PER:00F,Sense / Intuition,To have a feeling or impression about a situation without logical evidence.,"sense (a mood, danger)|intuit|get a vibe|have a gut feeling",per00f,1011,TRUE,TRUE
SIGSPER00G,PER,Perception / Sensation,00G,SP:PER:00G,Misperception / Illusion,The act of perceiving something in a way that is not in accordance with reality.,misperceive|see an illusion|seeing things|hearing things,per00g,1012,TRUE,TRUE
SIGSQTY02J,QTY,Quantity / Amount,02J,SP:QTY:02J,High Degree / Intensifier,A general-purpose intensifier for qualities and emotions.,very|extremely|highly|a lot|greatly,qty02j,1013,TRUE,TRUE
SIGSQTY02K,QTY,Quantity / Amount,02K,SP:QTY:02K,Moderate Degree,Indicates a medium or fair level of a quality.,moderately|somewhat|fairly|quite,qty02k,1014,TRUE,TRUE
SIGSQTY02L,QTY,Quantity / Amount,02L,SP:QTY:02L,Low Degree / Diminisher,A general-purpose diminisher for qualities and emotions.,slightly|a little bit|a bit|not very,qty02l,1015,TRUE,TRUE
SIGSATT00G,ATT,Attribute / field select,00G,SP:ATT:00G,Reliability,The attribute of being consistently good in quality or performance; able to be trusted.,reliability|consistency|dependability|stability,att00g,1016,TRUE,TRUE
SIGSENT00G,ENT,Entity / type hints,00G,SP:ENT:00G,Plan / Strategy,An entity representing a detailed proposal or method for doing something.,plan|strategy|approach|initiative|roadmap,ent00g,1017,TRUE,TRUE
SIGSENT00H,ENT,Entity / type hints,00H,SP:ENT:00H,Proposal / Suggestion,An entity representing a plan or action put forward for consideration.,proposal|suggestion|recommendation|offer|motion,ent00h,1018,TRUE,TRUE
SIGSPAR001,PAR,Paralinguistic / Non-verbal,001,SP:PAR:001,Sigh,"An audible exhalation expressing sadness, weariness, relief, or frustration.",*sigh*|(deep breath)|ugh,par001,1019,TRUE,TRUE
SIGSPAR002,PAR,Paralinguistic / Non-verbal,002,SP:PAR:002,Shrug,"A gesture indicating doubt, ignorance, or indifference.",*shrug*|¯\\_(ツ)_/¯|I dunno,par002,1020,TRUE,TRUE
SIGSPAR003,PAR,Paralinguistic / Non-verbal,003,SP:PAR:003,Nod,"A gesture of the head indicating agreement, affirmation, or acknowledgment.",*nod*|(head nod)|mm-hmm,par003,1021,TRUE,TRUE
SIGSPAR004,PAR,Paralinguistic / Non-verbal,004,SP:PAR:004,Head Shake,"A gesture of the head indicating disagreement, refusal, or disapproval.",*shakes head*|nuh-uh|(head shake),par004,1022,TRUE,TRUE
SIGSPAR005,PAR,Paralinguistic / Non-verbal,005,SP:PAR:005,Eye Roll,"A gesture indicating disbelief, annoyance, or contempt.",*eye roll*|(rolls eyes),par005,1023,TRUE,TRUE
SIGSPAR006,PAR,Paralinguistic / Non-verbal,006,SP:PAR:006,Laughter,A vocal expression of amusement or mirth.,*laughs*|lol|haha|lmao,par006,1024,TRUE,TRUE
SIGSPAR007,PAR,Paralinguistic / Non-verbal,007,SP:PAR:007,Pause / Ellipsis,"A pause in speech or writing, often indicating hesitation, thought, or an unfinished idea.",...|hmm|(pause)|uhm,par007,1025,TRUE,TRUE
SIGSPAR008,PAR,Paralinguistic / Non-verbal,008,SP:PAR:008,Thinking Face,"A gesture or emoji indicating contemplation, skepticism, or deep thought.",🤔|*thinking*|hmmm,par008,1026,TRUE,TRUE
SIGSPAR009,PAR,Paralinguistic / Non-verbal,009,SP:PAR:009,Thumbs Up,"A gesture of approval, agreement, or confirmation.",👍|*thumbs up*|sounds good,par009,1027,TRUE,TRUE
SIGSPAR00A,PAR,Paralinguistic / Non-verbal,00A,SP:PAR:00A,Wink,"A gesture indicating a joke, secret, or flirtation.",*wink*|;)|😉,par00a,1028,TRUE,TRUE
SIGSPAR00B,PAR,Paralinguistic / Non-verbal,00B,SP:PAR:00B,Facepalm,"A gesture of frustration, disbelief, or embarrassment.",*facepalm*|🤦|smh,par00b,1029,TRUE,TRUE
SIGSPAR00C,PAR,Paralinguistic / Non-verbal,00C,SP:PAR:00C,Clapping / Applause,"A gesture of approval, praise, or celebration.",*claps*|👏|bravo|applause,par00c,1030,TRUE,TRUE
SIGSPAR00D,PAR,Paralinguistic / Non-verbal,00D,SP:PAR:00D,Heart / Affection,"An expression of love, affection, or strong approval.",*heart*|<3|❤️|love that,par00d,1031,TRUE,TRUE
SIGSPAR00E,PAR,Paralinguistic / Non-verbal,00E,SP:PAR:00E,Celebration,An expression of joy or celebration for an event or achievement.,*celebrates*|🎉|🥳|hooray,par00e,1032,TRUE,TRUE
SIGSPAR00F,PAR,Paralinguistic / Non-verbal,00F,SP:PAR:00F,Gasp,"A sharp intake of breath indicating surprise, shock, or alarm.",*gasp*|(sharp intake of breath),par00f,1033,TRUE,TRUE
SIGSPAR00G,PAR,Paralinguistic / Non-verbal,00G,SP:PAR:00G,Groan / Grumble,"A low sound of pain, displeasure, or disapproval.",*groan*|(grumbles)|argh,par00g,1034,TRUE,TRUE
SIGSPAR00H,PAR,Paralinguistic / Non-verbal,00H,SP:PAR:00H,Tsk / Disapproval,A clicking sound with the tongue to express disapproval or sympathy.,*tsk*|(clicks tongue)|tut-tut,par00h,1035,TRUE,TRUE
SIGSPAR00I,PAR,Paralinguistic / Non-verbal,00I,SP:PAR:00I,Ahem / Clearing Throat,"The act of clearing one's throat to get attention, express awkwardness, or signal a correction.",*ahem*|(clears throat),par00i,1036,TRUE,TRUE
SIGSPAR00J,PAR,Paralinguistic / Non-verbal,00J,SP:PAR:00J,Salute,"A gesture of respect, acknowledgment, or farewell, often formal or military-style.",*salute*|o7,par00j,1037,TRUE,TRUE
SIGSPAR00K,PAR,Paralinguistic / Non-verbal,00K,SP:PAR:00K,Wave,A gesture of greeting or farewell.,*waves*|👋,par00k,1038,TRUE,TRUE
SIGSPAR00L,PAR,Paralinguistic / Non-verbal,00L,SP:PAR:00L,Awkward Silence,A noticeable and uncomfortable pause in a conversation.,*crickets*|(awkward silence),par00l,1039,TRUE,TRUE
SIGSPAR00M,PAR,Paralinguistic / Non-verbal,00M,SP:PAR:00M,Mumbling / Inaudible,"Speech that is low, indistinct, and difficult to understand.",*mumbles*|(inaudible)|...,par00m,1040,TRUE,TRUE
